attributes,geometry
"{'OBJECTID': 469, 'Province_State': 'Ayacucho', 'Country_Region': 'Peru', 'Last_Update': 1616502373000, 'Lat': -14.091648, 'Long_': -74.08344, 'Confirmed': 21911, 'Recovered': 0, 'Deaths': 573, 'Active': 21338, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Ayacucho, Peru'}","{'x': -74.08343999999994, 'y': -14.091647999999964}"
"{'OBJECTID': 470, 'Province_State': 'Cajamarca', 'Country_Region': 'Peru', 'Last_Update': 1616502373000, 'Lat': -6.430284, 'Long_': -78.745596, 'Confirmed': 37666, 'Recovered': 0, 'Deaths': 873, 'Active': 36793, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Cajamarca, Peru'}","{'x': -78.74559599999998, 'y': -6.430283999999972}"
"{'OBJECTID': 471, 'Province_State': 'Callao', 'Country_Region': 'Peru', 'Last_Update': 1616502373000, 'Lat': -11.954609, 'Long_': -77.136042, 'Confirmed': 65352, 'Recovered': 0, 'Deaths': 2667, 'Active': 62685, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Callao, Peru'}","{'x': -77.13604199999997, 'y': -11.954608999999948}"
"{'OBJECTID': 472, 'Province_State': 'Cusco', 'Country_Region': 'Peru', 'Last_Update': 1616502373000, 'Lat': -13.191068, 'Long_': -72.153609, 'Confirmed': 40551, 'Recovered': 0, 'Deaths': 826, 'Active': 39725, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Cusco, Peru'}","{'x': -72.15360899999996, 'y': -13.191067999999971}"
"{'OBJECTID': 473, 'Province_State': 'Huancavelica', 'Country_Region': 'Peru', 'Last_Update': 1616502373000, 'Lat': -13.023888, 'Long_': -75.00277, 'Confirmed': 10387, 'Recovered': 0, 'Deaths': 266, 'Active': 10121, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Huancavelica, Peru'}","{'x': -75.00276999999994, 'y': -13.023887999999944}"
"{'OBJECTID': 474, 'Province_State': 'Huanuco', 'Country_Region': 'Peru', 'Last_Update': 1616502373000, 'Lat': -9.421676, 'Long_': -76.040642, 'Confirmed': 26177, 'Recovered': 0, 'Deaths': 805, 'Active': 25372, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Huanuco, Peru'}","{'x': -76.04064199999993, 'y': -9.421675999999934}"
"{'OBJECTID': 475, 'Province_State': 'Ica', 'Country_Region': 'Peru', 'Last_Update': 1616502373000, 'Lat': -14.235097, 'Long_': -75.574821, 'Confirmed': 43453, 'Recovered': 0, 'Deaths': 2381, 'Active': 41072, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Ica, Peru'}","{'x': -75.57482099999999, 'y': -14.23509699999994}"
"{'OBJECTID': 476, 'Province_State': 'Junin', 'Country_Region': 'Peru', 'Last_Update': 1616502373000, 'Lat': -11.541783, 'Long_': -74.876968, 'Confirmed': 48135, 'Recovered': 0, 'Deaths': 1671, 'Active': 46464, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Junin, Peru'}","{'x': -74.87696799999999, 'y': -11.541782999999953}"
"{'OBJECTID': 477, 'Province_State': 'La Libertad', 'Country_Region': 'Peru', 'Last_Update': 1616502373000, 'Lat': -7.92139, 'Long_': -78.370238, 'Confirmed': 50726, 'Recovered': 0, 'Deaths': 3025, 'Active': 47701, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'La Libertad, Peru'}","{'x': -78.37023799999997, 'y': -7.921389999999974}"
"{'OBJECTID': 478, 'Province_State': 'Lambayeque', 'Country_Region': 'Peru', 'Last_Update': 1616502373000, 'Lat': -6.353049, 'Long_': -79.824113, 'Confirmed': 40240, 'Recovered': 0, 'Deaths': 2205, 'Active': 38035, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Lambayeque, Peru'}","{'x': -79.82411299999995, 'y': -6.353048999999942}"
"{'OBJECTID': 479, 'Province_State': 'Lima', 'Country_Region': 'Peru', 'Last_Update': 1616502373000, 'Lat': -11.766533, 'Long_': -76.604498, 'Confirmed': 686133, 'Recovered': 0, 'Deaths': 22050, 'Active': 664083, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Lima, Peru'}","{'x': -76.60449799999998, 'y': -11.76653299999998}"
"{'OBJECTID': 480, 'Province_State': 'Loreto', 'Country_Region': 'Peru', 'Last_Update': 1616502373000, 'Lat': -4.124847, 'Long_': -74.424115, 'Confirmed': 34753, 'Recovered': 0, 'Deaths': 1285, 'Active': 33468, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Loreto, Peru'}","{'x': -74.42411499999997, 'y': -4.1248469999999315}"
"{'OBJECTID': 481, 'Province_State': 'Madre de Dios', 'Country_Region': 'Peru', 'Last_Update': 1616502373000, 'Lat': -11.972699, 'Long_': -70.53172, 'Confirmed': 11112, 'Recovered': 0, 'Deaths': 190, 'Active': 10922, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Madre de Dios, Peru'}","{'x': -70.53171999999995, 'y': -11.972698999999976}"
"{'OBJECTID': 482, 'Province_State': 'Moquegua', 'Country_Region': 'Peru', 'Last_Update': 1616502373000, 'Lat': -16.860271, 'Long_': -70.839046, 'Confirmed': 21130, 'Recovered': 0, 'Deaths': 482, 'Active': 20648, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Moquegua, Peru'}","{'x': -70.83904599999994, 'y': -16.860270999999955}"
"{'OBJECTID': 483, 'Province_State': 'Pasco', 'Country_Region': 'Peru', 'Last_Update': 1616502373000, 'Lat': -10.39655, 'Long_': -75.307635, 'Confirmed': 10404, 'Recovered': 0, 'Deaths': 275, 'Active': 10129, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Pasco, Peru'}","{'x': -75.30763499999995, 'y': -10.396549999999934}"
"{'OBJECTID': 484, 'Province_State': 'Piura', 'Country_Region': 'Peru', 'Last_Update': 1616502373000, 'Lat': -5.133361, 'Long_': -80.335861, 'Confirmed': 54414, 'Recovered': 0, 'Deaths': 2482, 'Active': 51932, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Piura, Peru'}","{'x': -80.33586099999997, 'y': -5.133360999999979}"
"{'OBJECTID': 485, 'Province_State': 'Puno', 'Country_Region': 'Peru', 'Last_Update': 1616502373000, 'Lat': -14.995827, 'Long_': -69.922726, 'Confirmed': 25410, 'Recovered': 0, 'Deaths': 672, 'Active': 24738, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Puno, Peru'}","{'x': -69.92272599999995, 'y': -14.995826999999965}"
"{'OBJECTID': 486, 'Province_State': 'San Martin', 'Country_Region': 'Peru', 'Last_Update': 1616502373000, 'Lat': -7.039531, 'Long_': -76.729127, 'Confirmed': 32199, 'Recovered': 0, 'Deaths': 935, 'Active': 31264, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'San Martin, Peru'}","{'x': -76.72912699999995, 'y': -7.039530999999954}"
"{'OBJECTID': 487, 'Province_State': 'Tacna', 'Country_Region': 'Peru', 'Last_Update': 1616502373000, 'Lat': -17.644161, 'Long_': -70.27756, 'Confirmed': 21500, 'Recovered': 0, 'Deaths': 654, 'Active': 20846, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Tacna, Peru'}","{'x': -70.27755999999994, 'y': -17.64416099999994}"
"{'OBJECTID': 488, 'Province_State': 'Tumbes', 'Country_Region': 'Peru', 'Last_Update': 1616502373000, 'Lat': -3.857496, 'Long_': -80.545255, 'Confirmed': 12699, 'Recovered': 0, 'Deaths': 471, 'Active': 12228, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Tumbes, Peru'}","{'x': -80.54525499999994, 'y': -3.8574959999999696}"
"{'OBJECTID': 489, 'Province_State': 'Ucayali', 'Country_Region': 'Peru', 'Last_Update': 1616502373000, 'Lat': -9.621718, 'Long_': -73.444929, 'Confirmed': 25065, 'Recovered': 0, 'Deaths': 632, 'Active': 24433, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Ucayali, Peru'}","{'x': -73.44492899999995, 'y': -9.62171799999993}"
"{'OBJECTID': 490, 'Province_State': 'Unknown', 'Country_Region': 'Peru', 'Last_Update': 1616502373000, 'Lat': None, 'Long_': None, 'Confirmed': 6464, 'Recovered': 1388554, 'Deaths': 141, 'Active': -1382231, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Unknown, Peru'}",
"{'OBJECTID': 491, 'Province_State': None, 'Country_Region': 'Philippines', 'Last_Update': 1616502373000, 'Lat': 12.879721, 'Long_': 121.774017, 'Confirmed': 677653, 'Recovered': 578461, 'Deaths': 12992, 'Active': 86200, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Philippines'}","{'x': 121.77401700000009, 'y': 12.879721000000076}"
"{'OBJECTID': 492, 'Province_State': None, 'Country_Region': 'Poland', 'Last_Update': 1616502373000, 'Lat': 51.9194, 'Long_': 19.1451, 'Confirmed': 2089869, 'Recovered': 1693875, 'Deaths': 49761, 'Active': 346233, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Poland'}","{'x': 19.14510000000007, 'y': 51.91940000000005}"
"{'OBJECTID': 493, 'Province_State': None, 'Country_Region': 'Portugal', 'Last_Update': 1616502373000, 'Lat': 39.3999, 'Long_': -8.2245, 'Confirmed': 817778, 'Recovered': 767874, 'Deaths': 16784, 'Active': 33120, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Portugal'}","{'x': -8.224499999999978, 'y': 39.39990000000006}"
"{'OBJECTID': 494, 'Province_State': None, 'Country_Region': 'Qatar', 'Last_Update': 1616502373000, 'Lat': 25.3548, 'Long_': 51.1839, 'Confirmed': 174228, 'Recovered': 160762, 'Deaths': 274, 'Active': 13192, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Qatar'}","{'x': 51.18390000000005, 'y': 25.35480000000007}"
"{'OBJECTID': 495, 'Province_State': None, 'Country_Region': 'Romania', 'Last_Update': 1616502373000, 'Lat': 45.9432, 'Long_': 24.9668, 'Confirmed': 907007, 'Recovered': 814182, 'Deaths': 22442, 'Active': 70383, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Romania'}","{'x': 24.966800000000035, 'y': 45.94320000000005}"
"{'OBJECTID': 496, 'Province_State': 'Adygea Republic', 'Country_Region': 'Russia', 'Last_Update': 1616502373000, 'Lat': 44.6939006, 'Long_': 40.1520421, 'Confirmed': 14022, 'Recovered': 12836, 'Deaths': 159, 'Active': 1027, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Adygea Republic, Russia'}","{'x': 40.152042100000074, 'y': 44.69390060000006}"
"{'OBJECTID': 497, 'Province_State': 'Altai Krai', 'Country_Region': 'Russia', 'Last_Update': 1616502373000, 'Lat': 52.6932243, 'Long_': 82.6931424, 'Confirmed': 46295, 'Recovered': 41356, 'Deaths': 1733, 'Active': 3206, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Altai Krai, Russia'}","{'x': 82.69314240000007, 'y': 52.693224300000054}"
"{'OBJECTID': 498, 'Province_State': 'Altai Republic', 'Country_Region': 'Russia', 'Last_Update': 1616502373000, 'Lat': 50.7114101, 'Long_': 86.8572186, 'Confirmed': 16564, 'Recovered': 16223, 'Deaths': 187, 'Active': 154, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Altai Republic, Russia'}","{'x': 86.85721860000007, 'y': 50.71141010000008}"
"{'OBJECTID': 499, 'Province_State': 'Amur Oblast', 'Country_Region': 'Russia', 'Last_Update': 1616502373000, 'Lat': 52.8032368, 'Long_': 128.437295, 'Confirmed': 21711, 'Recovered': 20425, 'Deaths': 224, 'Active': 1062, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Amur Oblast, Russia'}","{'x': 128.43729500000006, 'y': 52.80323680000003}"
"{'OBJECTID': 500, 'Province_State': 'Arkhangelsk Oblast', 'Country_Region': 'Russia', 'Last_Update': 1616502373000, 'Lat': 63.5589686, 'Long_': 43.1221646, 'Confirmed': 59041, 'Recovered': 54436, 'Deaths': 801, 'Active': 3804, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Arkhangelsk Oblast, Russia'}","{'x': 43.12216460000008, 'y': 63.55896860000007}"
"{'OBJECTID': 501, 'Province_State': 'Astrakhan Oblast', 'Country_Region': 'Russia', 'Last_Update': 1616502373000, 'Lat': 47.1878186, 'Long_': 47.608851, 'Confirmed': 30154, 'Recovered': 27219, 'Deaths': 642, 'Active': 2293, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Astrakhan Oblast, Russia'}","{'x': 47.60885100000007, 'y': 47.18781860000007}"
"{'OBJECTID': 502, 'Province_State': 'Bashkortostan Republic', 'Country_Region': 'Russia', 'Last_Update': 1616502373000, 'Lat': 54.8573563, 'Long_': 57.1439682, 'Confirmed': 31487, 'Recovered': 26073, 'Deaths': 337, 'Active': 5077, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Bashkortostan Republic, Russia'}","{'x': 57.143968200000074, 'y': 54.85735630000005}"
"{'OBJECTID': 503, 'Province_State': 'Belgorod Oblast', 'Country_Region': 'Russia', 'Last_Update': 1616502373000, 'Lat': 50.7080119, 'Long_': 37.5837615, 'Confirmed': 33587, 'Recovered': 31174, 'Deaths': 538, 'Active': 1875, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Belgorod Oblast, Russia'}","{'x': 37.58376150000004, 'y': 50.70801190000003}"
"{'OBJECTID': 504, 'Province_State': 'Bryansk Oblast', 'Country_Region': 'Russia', 'Last_Update': 1616502373000, 'Lat': 52.8873315, 'Long_': 33.415853, 'Confirmed': 34900, 'Recovered': 34109, 'Deaths': 280, 'Active': 511, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Bryansk Oblast, Russia'}","{'x': 33.41585300000003, 'y': 52.88733150000007}"
"{'OBJECTID': 505, 'Province_State': 'Buryatia Republic', 'Country_Region': 'Russia', 'Last_Update': 1616502373000, 'Lat': 52.7182426, 'Long_': 109.492143, 'Confirmed': 35550, 'Recovered': 33699, 'Deaths': 763, 'Active': 1088, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Buryatia Republic, Russia'}","{'x': 109.49214300000006, 'y': 52.71824260000005}"
"{'OBJECTID': 506, 'Province_State': 'Chechen Republic', 'Country_Region': 'Russia', 'Last_Update': 1616502373000, 'Lat': 43.3976147, 'Long_': 45.6985005, 'Confirmed': 11565, 'Recovered': 11210, 'Deaths': 115, 'Active': 240, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Chechen Republic, Russia'}","{'x': 45.69850050000008, 'y': 43.39761470000008}"
"{'OBJECTID': 507, 'Province_State': 'Chelyabinsk Oblast', 'Country_Region': 'Russia', 'Last_Update': 1616502373000, 'Lat': 54.4223954, 'Long_': 61.1865846, 'Confirmed': 54319, 'Recovered': 49023, 'Deaths': 1169, 'Active': 4127, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Chelyabinsk Oblast, Russia'}","{'x': 61.18658460000006, 'y': 54.422395400000035}"
"{'OBJECTID': 508, 'Province_State': 'Chukotka Autonomous Okrug', 'Country_Region': 'Russia', 'Last_Update': 1616502373000, 'Lat': 66.0006475, 'Long_': 169.4900869, 'Confirmed': 721, 'Recovered': 682, 'Deaths': 5, 'Active': 34, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Chukotka Autonomous Okrug, Russia'}","{'x': 169.49008690000005, 'y': 66.00064750000007}"
"{'OBJECTID': 509, 'Province_State': 'Chuvashia Republic', 'Country_Region': 'Russia', 'Last_Update': 1616502373000, 'Lat': 55.4259922, 'Long_': 47.0849429, 'Confirmed': 22429, 'Recovered': 20475, 'Deaths': 1167, 'Active': 787, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Chuvashia Republic, Russia'}","{'x': 47.08494290000005, 'y': 55.42599220000005}"
"{'OBJECTID': 510, 'Province_State': 'Dagestan Republic', 'Country_Region': 'Russia', 'Last_Update': 1616502373000, 'Lat': 43.0574916, 'Long_': 47.1332224, 'Confirmed': 30684, 'Recovered': 28401, 'Deaths': 1383, 'Active': 900, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Dagestan Republic, Russia'}","{'x': 47.13322240000008, 'y': 43.05749160000005}"
"{'OBJECTID': 511, 'Province_State': 'Ingushetia Republic', 'Country_Region': 'Russia', 'Last_Update': 1616502373000, 'Lat': 43.11542075, 'Long_': 45.01713552, 'Confirmed': 15037, 'Recovered': 13296, 'Deaths': 180, 'Active': 1561, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Ingushetia Republic, Russia'}","{'x': 45.01713552000006, 'y': 43.115420750000055}"
"{'OBJECTID': 512, 'Province_State': 'Irkutsk Oblast', 'Country_Region': 'Russia', 'Last_Update': 1616502373000, 'Lat': 56.6370122, 'Long_': 104.719221, 'Confirmed': 60209, 'Recovered': 57260, 'Deaths': 1952, 'Active': 997, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Irkutsk Oblast, Russia'}","{'x': 104.71922100000006, 'y': 56.63701220000007}"
"{'OBJECTID': 513, 'Province_State': 'Ivanovo Oblast', 'Country_Region': 'Russia', 'Last_Update': 1616502373000, 'Lat': 56.9167446, 'Long_': 41.4352137, 'Confirmed': 32028, 'Recovered': 30308, 'Deaths': 1013, 'Active': 707, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Ivanovo Oblast, Russia'}","{'x': 41.43521370000008, 'y': 56.91674460000007}"
"{'OBJECTID': 514, 'Province_State': 'Jewish Autonomous Okrug', 'Country_Region': 'Russia', 'Last_Update': 1616502373000, 'Lat': 48.57527615, 'Long_': 132.6630746, 'Confirmed': 4406, 'Recovered': 4204, 'Deaths': 124, 'Active': 78, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Jewish Autonomous Okrug, Russia'}","{'x': 132.66307460000007, 'y': 48.57527615000003}"
"{'OBJECTID': 515, 'Province_State': 'Kabardino-Balkarian Republic', 'Country_Region': 'Russia', 'Last_Update': 1616502373000, 'Lat': 43.4806048, 'Long_': 43.5978976, 'Confirmed': 22398, 'Recovered': 21186, 'Deaths': 403, 'Active': 809, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Kabardino-Balkarian Republic, Russia'}","{'x': 43.59789760000007, 'y': 43.48060480000004}"
"{'OBJECTID': 516, 'Province_State': 'Kaliningrad Oblast', 'Country_Region': 'Russia', 'Last_Update': 1616502373000, 'Lat': 54.7293041, 'Long_': 21.1489473, 'Confirmed': 29876, 'Recovered': 27421, 'Deaths': 309, 'Active': 2146, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Kaliningrad Oblast, Russia'}","{'x': 21.14894730000003, 'y': 54.72930410000003}"
"{'OBJECTID': 517, 'Province_State': 'Kalmykia Republic', 'Country_Region': 'Russia', 'Last_Update': 1616502373000, 'Lat': 46.2313018, 'Long_': 45.3275745, 'Confirmed': 19754, 'Recovered': 18922, 'Deaths': 309, 'Active': 523, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Kalmykia Republic, Russia'}","{'x': 45.327574500000026, 'y': 46.23130180000004}"
"{'OBJECTID': 518, 'Province_State': 'Kaluga Oblast', 'Country_Region': 'Russia', 'Last_Update': 1616502373000, 'Lat': 54.4382773, 'Long_': 35.5272854, 'Confirmed': 31838, 'Recovered': 29604, 'Deaths': 281, 'Active': 1953, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Kaluga Oblast, Russia'}","{'x': 35.52728540000004, 'y': 54.43827730000004}"
"{'OBJECTID': 519, 'Province_State': 'Kamchatka Krai', 'Country_Region': 'Russia', 'Last_Update': 1616502373000, 'Lat': 57.1914882, 'Long_': 160.0383819, 'Confirmed': 13998, 'Recovered': 12964, 'Deaths': 195, 'Active': 839, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Kamchatka Krai, Russia'}","{'x': 160.0383819000001, 'y': 57.19148820000004}"
"{'OBJECTID': 520, 'Province_State': 'Karachay-Cherkess Republic', 'Country_Region': 'Russia', 'Last_Update': 1616502373000, 'Lat': 43.7368326, 'Long_': 41.7267991, 'Confirmed': 19534, 'Recovered': 18257, 'Deaths': 69, 'Active': 1208, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Karachay-Cherkess Republic, Russia'}","{'x': 41.72679910000005, 'y': 43.73683260000007}"
"{'OBJECTID': 521, 'Province_State': 'Karelia Republic', 'Country_Region': 'Russia', 'Last_Update': 1616502373000, 'Lat': 62.6194031, 'Long_': 33.4920267, 'Confirmed': 43165, 'Recovered': 40067, 'Deaths': 366, 'Active': 2732, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Karelia Republic, Russia'}","{'x': 33.49202670000005, 'y': 62.619403100000056}"
"{'OBJECTID': 522, 'Province_State': 'Kemerovo Oblast', 'Country_Region': 'Russia', 'Last_Update': 1616502373000, 'Lat': 54.5335781, 'Long_': 87.342861, 'Confirmed': 32869, 'Recovered': 32001, 'Deaths': 600, 'Active': 268, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Kemerovo Oblast, Russia'}","{'x': 87.34286100000008, 'y': 54.53357810000006}"
"{'OBJECTID': 523, 'Province_State': 'Khabarovsk Krai', 'Country_Region': 'Russia', 'Last_Update': 1616502373000, 'Lat': 51.6312684, 'Long_': 136.121524, 'Confirmed': 50208, 'Recovered': 47745, 'Deaths': 335, 'Active': 2128, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Khabarovsk Krai, Russia'}","{'x': 136.12152400000002, 'y': 51.63126840000007}"
"{'OBJECTID': 524, 'Province_State': 'Khakassia Republic', 'Country_Region': 'Russia', 'Last_Update': 1616502373000, 'Lat': 53.72258845, 'Long_': 91.44293627, 'Confirmed': 21713, 'Recovered': 20949, 'Deaths': 495, 'Active': 269, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Khakassia Republic, Russia'}","{'x': 91.44293627000008, 'y': 53.722588450000046}"
"{'OBJECTID': 525, 'Province_State': 'Khanty-Mansi Autonomous Okrug', 'Country_Region': 'Russia', 'Last_Update': 1616502373000, 'Lat': 61.0259025, 'Long_': 69.0982628, 'Confirmed': 53556, 'Recovered': 52016, 'Deaths': 780, 'Active': 760, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Khanty-Mansi Autonomous Okrug, Russia'}","{'x': 69.09826280000004, 'y': 61.02590250000003}"
"{'OBJECTID': 526, 'Province_State': 'Kirov Oblast', 'Country_Region': 'Russia', 'Last_Update': 1616502373000, 'Lat': 57.9665589, 'Long_': 49.4074599, 'Confirmed': 39011, 'Recovered': 35199, 'Deaths': 316, 'Active': 3496, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Kirov Oblast, Russia'}","{'x': 49.40745990000005, 'y': 57.966558900000045}"
"{'OBJECTID': 527, 'Province_State': 'Komi Republic', 'Country_Region': 'Russia', 'Last_Update': 1616502373000, 'Lat': 63.9881421, 'Long_': 54.3326073, 'Confirmed': 41085, 'Recovered': 39924, 'Deaths': 789, 'Active': 372, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Komi Republic, Russia'}","{'x': 54.33260730000006, 'y': 63.98814210000006}"
"{'OBJECTID': 528, 'Province_State': 'Kostroma Oblast', 'Country_Region': 'Russia', 'Last_Update': 1616502373000, 'Lat': 58.424756, 'Long_': 44.2533273, 'Confirmed': 19307, 'Recovered': 16633, 'Deaths': 377, 'Active': 2297, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Kostroma Oblast, Russia'}","{'x': 44.25332730000008, 'y': 58.42475600000006}"
"{'OBJECTID': 529, 'Province_State': 'Krasnodar Krai', 'Country_Region': 'Russia', 'Last_Update': 1616502373000, 'Lat': 45.7684014, 'Long_': 39.0261044, 'Confirmed': 41462, 'Recovered': 36297, 'Deaths': 2233, 'Active': 2932, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Krasnodar Krai, Russia'}","{'x': 39.026104400000065, 'y': 45.76840140000007}"
